ID,L1,W1,L2,W2,
1207, 20.26, 10.42, -21.53, 11.35,
1208, 20.28, 10.42, -21.54, 11.35,
1209, 20.28, 10.42, -21.54, 11.35,
1210, 20.29, 10.42, -21.55, 11.35,
1211, 20.29, 10.22, -21.57, 11.35,
1212, 20.30, 10.22, -21.60, 11.35,
1213, 20.41, 10.22, -21.72, 11.35,
1214, 20.54, 10.25, -21.86, 11.34,
1215, 20.57, 10.24, -22.00, 11.33,
1216, 20.58, 10.25, -22.01, 11.33,
1217, 20.66, 10.23, -22.08, 11.33,
1218, 20.76, 10.32, -22.60, 11.33,
1219, 21.13, 10.49, -23.10, 11.30,
1220, 21.58, 10.63, -23.61, 11.27,
1221, 22.00, 10.74, -23.98, 11.25,
1222, 22.35, 10.83, -24.33, 11.22,
1223, 22.80, 10.91, -24.77, 11.18,
1224, 23.20, 10.98, -25.17, 11.15,
1225, 23.66, 11.07, -25.58, 11.11,
1226, 23.91, 11.10, -25.85, 11.08,
1227, 23.92, 11.10, -25.86, 11.07,
1228, 23.92, 11.10, -25.86, 11.07,
1229, 23.95, 11.10, -25.86, 11.07,
1230, 24.01, 11.10, -25.94, 11.07,
1231, 24.04, 11.10, -25.97, 11.06,
1232, 24.04, 11.10, -25.98, 11.06,
1233, 24.08, 11.10, -26.01, 11.06,
1234, 24.36, 11.13, -26.32, 11.04,
1235, 24.88, 11.20, -26.82, 11.00,
1236, 25.24, 11.23, -27.16, 10.97,
1237, 25.67, 11.30, -27.57, 10.94,
1238, 25.97, 11.35, -27.89, 10.91,
1239, 26.14, 11.36, -28.08, 10.90,
1240, 26.23, 11.38, -28.19, 10.89,
1241, 26.24, 11.39, -28.20, 10.89,
1242, 26.24, 11.39, -28.20, 10.89,
1243, 26.26, 11.39, -28.20, 10.88,
1244, 26.26, 11.39, -28.20, 10.88,
1245, 26.26, 11.39, -28.20, 10.88,
1246, 26.26, 11.39, -28.20, 10.88,
1247, 26.26, 11.39, -28.20, 10.88,
1248, 26.26, 11.39, -28.20, 10.87,
1249, 26.27, 11.39, -28.20, 10.87,
1250, 26.27, 11.39, -28.21, 10.87,
1251, 26.27, 11.39, -28.21, 10.87,
1252, 26.27, 11.39, -28.21, 10.87,
1253, 26.27, 11.39, -28.21, 10.87,
1254, 26.27, 11.39, -28.21, 10.87,
1255, 26.24, 11.39, -28.21, 10.87,
1256, 26.24, 11.39, -28.21, 10.87,
1257, 26.23, 11.39, -28.21, 10.87,
1258, 26.23, 11.39, -28.21, 10.87,
1259, 26.23, 11.39, -28.21, 10.87,
1260, 26.23, 11.39, -28.21, 10.87,
1261, 26.23, 11.39, -28.21, 10.87,
1262, 26.23, 11.39, -28.21, 10.87,
1263, 26.23, 11.39, -28.21, 10.87,
1264, 26.23, 11.39, -28.23, 10.87,
1265, 26.23, 11.39, -28.23, 10.87,
1266, 26.23, 11.39, -28.23, 10.87,
1267, 26.23, 11.39, -28.23, 10.86,
1268, 26.23, 11.39, -28.23, 10.86,
1269, 26.23, 11.39, -28.23, 10.86,
1270, 26.23, 11.39, -28.23, 10.86,
1271, 26.23, 11.39, -28.24, 10.86,
1272, 26.23, 11.39, -28.24, 10.86,
1273, 26.23, 11.39, -28.24, 10.86,
1274, 26.23, 11.39, -28.26, 10.86,
1275, 26.23, 11.39, -28.26, 10.86,
1276, 26.23, 11.39, -28.26, 10.86,
1277, 26.23, 11.39, -28.26, 10.86,
1278, 26.24, 11.39, -28.26, 10.86,
1279, 26.24, 11.39, -28.26, 10.87,
1280, 26.24, 11.39, -28.26, 10.87,
1281, 26.27, 11.39, -28.26, 10.87,
1282, 26.29, 11.39, -28.26, 10.87,
1283, 26.29, 11.39, -28.27, 10.87,
1284, 26.29, 11.39, -28.27, 10.87,
1285, 26.29, 11.39, -28.27, 10.87,
1286, 26.29, 11.39, -28.27, 10.87,
1287, 26.29, 11.39, -28.27, 10.87,
1288, 26.29, 11.39, -28.27, 10.87,
1289, 26.29, 11.39, -28.27, 10.87,
1290, 26.29, 11.39, -28.27, 10.87,
1291, 26.29, 11.39, -28.27, 10.87,
1292, 26.29, 11.39, -28.27, 10.87,
1293, 26.29, 11.39, -28.29, 10.87,
1294, 26.29, 11.39, -28.29, 10.87,
1295, 26.29, 11.39, -28.29, 10.87,
1296, 26.29, 11.39, -28.29, 10.87,
1297, 26.30, 11.39, -28.29, 10.87,
1298, 26.32, 11.39, -28.29, 10.87,
1299, 26.32, 11.39, -28.29, 10.87,
1300, 26.32, 11.39, -28.29, 10.87,
1301, 26.32, 11.39, -28.29, 10.87,
1302, 26.33, 11.39, -28.29, 10.87,
1303, 26.33, 11.39, -28.29, 10.87,
1304, 26.33, 11.39, -28.29, 10.87,
1305, 26.33, 11.39, -28.29, 10.87,
1306, 26.33, 11.39, -28.29, 10.87,
1307, 26.33, 11.39, -28.29, 10.87,
1308, 26.33, 11.39, -28.30, 10.87,
1309, 26.33, 11.39, -28.30, 10.87,
1310, 26.33, 11.39, -28.30, 10.87,
1311, 26.33, 11.39, -28.30, 10.87,
1312, 26.33, 11.39, -28.30, 10.87,
1313, 26.33, 11.39, -28.30, 10.87,
1314, 26.33, 11.39, -28.30, 10.87,
1315, 26.33, 11.39, -28.30, 10.87,
1316, 26.35, 11.39, -28.30, 10.87,
1317, 26.35, 11.39, -28.30, 10.87,
1318, 26.35, 11.39, -28.30, 10.87,
1319, 26.35, 11.39, -28.30, 10.87,
1320, 26.35, 11.39, -28.30, 10.87,
1321, 26.35, 11.39, -28.30, 10.87,
1322, 26.35, 11.39, -28.30, 10.87,
1323, 26.35, 11.39, -28.30, 10.87,
1324, 26.35, 11.39, -28.30, 10.87,
1325, 26.35, 11.39, -28.30, 10.87,
1326, 26.35, 11.39, -28.30, 10.87,
1327, 26.35, 11.39, -28.30, 10.87,
1328, 26.35, 11.39, -28.32, 10.87,
1329, 26.35, 11.39, -28.32, 10.87,
1330, 26.35, 11.39, -28.32, 10.87,
1331, 26.35, 11.39, -28.33, 10.87,
1332, 26.35, 11.39, -28.33, 10.87,
1333, 26.35, 11.39, -28.33, 10.87,
1334, 26.35, 11.39, -28.35, 10.87,
1335, 26.36, 11.39, -28.35, 10.87,
1336, 26.38, 11.39, -28.38, 10.87,
1337, 26.41, 11.39, -28.42, 10.87,
1338, 26.55, 11.39, -28.58, 10.87,
1339, 26.64, 11.39, -28.66, 10.87,
1340, 26.70, 11.39, -28.71, 10.87,
1341, 26.80, 11.39, -28.82, 10.85,
1342, 27.10, 11.41, -29.10, 10.83,
1343, 27.52, 11.43, -29.51, 10.81,
1344, 28.02, 11.46, -30.05, 10.77,
1345, 28.35, 11.46, -30.41, 10.75,
1346, 28.66, 11.49, -30.76, 10.71,
1347, 29.23, 11.50, -31.32, 10.67,
1348, 30.13, 11.51, -32.13, 10.60,
1349, 31.49, 11.50, -33.57, 10.50,
1350, 32.80, 11.45, -34.79, 10.40,
1351, 33.45, 11.40, -35.48, 10.35,
1352, 33.70, 11.39, -35.74, 10.34,
1353, 33.93, 11.38, -35.99, 10.32,
1354, 34.43, 11.33, -36.49, 10.29,
1355, 35.04, 11.26, -37.08, 10.25,
1356, 35.43, 11.21, -37.51, 10.21,
1357, 35.74, 11.15, -37.82, 10.20,
1358, 36.08, 11.12, -38.20, 10.17,
1359, 36.51, 11.07, -38.60, 10.15,
1360, 36.93, 11.02, -39.02, 10.12,
1361, 37.43, 10.99, -39.46, 10.08,
1362, 37.76, 10.95, -39.82, 10.06,
1363, 38.07, 10.93, -40.09, 10.04,
1364, 38.45, 10.89, -40.43, 10.02,
1365, 38.82, 10.87, -40.83, 10.00,
1366, 39.29, 10.86, -41.30, 9.98,
1367, 39.89, 10.81, -41.86, 9.93,
1368, 40.46, 10.77, -42.42, 9.90,
1369, 40.95, 10.73, -42.93, 9.87,
1370, 41.37, 10.70, -43.39, 9.84,
1371, 41.84, 10.68, -43.86, 9.81,
1372, 42.30, 10.63, -44.33, 9.79,
1373, 42.67, 10.59, -44.70, 9.76,
1374, 42.95, 10.55, -44.99, 9.75,
1375, 43.24, 10.55, -45.28, 9.73,
1376, 43.54, 10.52, -45.62, 9.71,
1377, 43.86, 10.49, -45.93, 9.69,
1378, 44.30, 10.46, -46.34, 9.67,
1379, 44.74, 10.42, -46.71, 9.65,
1380, 45.09, 10.39, -47.12, 9.63,
1381, 45.52, 10.36, -47.55, 9.60,
1382, 46.01, 10.33, -47.99, 9.57,
1383, 46.23, 10.32, -48.21, 9.56,
1384, 46.43, 10.32, -48.45, 9.55,
1385, 46.62, 10.30, -48.61, 9.54,
1386, 46.71, 10.30, -48.70, 9.54,
1387, 46.76, 10.30, -48.73, 9.54,
1388, 46.80, 10.30, -48.78, 9.54,
1389, 46.98, 10.30, -48.96, 9.53,
1390, 47.30, 10.27, -49.23, 9.52,
1391, 47.74, 10.22, -49.70, 9.49,
1392, 48.14, 10.17, -50.12, 9.47,
1393, 48.25, 10.16, -50.23, 9.46,
1394, 48.25, 10.16, -50.23, 9.46,
1395, 48.25, 10.16, -50.23, 9.45,
1396, 48.25, 10.16, -50.23, 9.45,
1397, 48.25, 10.16, -50.23, 9.44,
1398, 48.25, 10.16, -50.23, 9.44,
1399, 48.25, 10.16, -50.23, 9.44,
1400, 48.25, 10.16, -50.23, 9.44,
1401, 48.25, 10.16, -50.23, 9.44,
1402, 48.25, 10.16, -50.23, 9.44,
1403, 48.25, 10.14, -50.23, 9.44,
1404, 48.25, 10.14, -50.23, 9.44,
1405, 48.25, 10.14, -50.23, 9.44,
1406, 48.25, 10.14, -50.23, 9.44,
1407, 48.25, 10.14, -50.23, 9.44,
1408, 48.25, 10.14, -50.23, 9.44,
1409, 48.25, 10.14, -50.23, 9.44,
1410, 48.25, 10.14, -50.23, 9.44,
1411, 48.25, 10.14, -50.23, 9.44,
1412, 48.25, 10.14, -50.23, 9.44,
1413, 48.25, 10.14, -50.23, 9.44,
1414, 48.25, 10.14, -50.23, 9.44,
1415, 48.25, 10.14, -50.23, 9.44,
1416, 48.25, 10.14, -50.23, 9.44,
1417, 48.25, 10.14, -50.23, 9.44,
1418, 48.25, 10.14, -50.23, 9.44,
1419, 48.25, 10.14, -50.23, 9.44,
1420, 48.25, 10.14, -50.23, 9.44,
1421, 48.25, 10.14, -50.23, 9.44,
1422, 48.25, 10.14, -50.23, 9.44,
1423, 48.25, 10.14, -50.23, 9.44,
1424, 48.25, 10.14, -50.23, 9.44,
1425, 48.25, 10.14, -50.23, 9.44,
1426, 48.25, 10.14, -50.23, 9.44,
1427, 48.25, 10.14, -50.23, 9.44,
1428, 48.25, 10.14, -50.23, 9.44,
1429, 48.25, 10.14, -50.23, 9.44,
1430, 48.25, 10.14, -50.23, 9.44,
1431, 48.25, 10.14, -50.23, 9.44,
1432, 48.25, 10.14, -50.23, 9.44,
1433, 48.25, 10.14, -50.23, 9.44,
1434, 48.25, 10.14, -50.23, 9.44,
1435, 48.25, 10.14, -50.23, 9.44,
1436, 48.25, 10.14, -50.23, 9.44,
1437, 48.25, 10.14, -50.23, 9.44,
1438, 48.25, 10.14, -50.23, 9.44,
1439, 48.25, 10.14, -50.23, 9.44,
1440, 48.25, 10.14, -50.23, 9.44,
1441, 48.25, 10.14, -50.23, 9.44,
1442, 48.25, 10.14, -50.23, 9.44,
1443, 48.25, 10.14, -50.23, 9.44,
1444, 48.27, 10.14, -50.23, 9.44,
1445, 48.27, 10.14, -50.23, 9.44,
1446, 48.27, 10.14, -50.23, 9.44,
1447, 48.27, 10.14, -50.23, 9.44,
1448, 48.27, 10.14, -50.23, 9.44,
1449, 48.27, 10.14, -50.23, 9.44,
1450, 48.27, 10.14, -50.23, 9.44,
1451, 48.27, 10.14, -50.23, 9.44,
1452, 48.27, 10.14, -50.23, 9.44,
1453, 48.27, 10.14, -50.23, 9.44,
1454, 48.27, 10.14, -50.23, 9.44,
1455, 48.27, 10.14, -50.23, 9.44,
1456, 48.27, 10.13, -50.23, 9.44,
1457, 48.27, 10.13, -50.23, 9.44,
1458, 48.27, 10.13, -50.23, 9.44,
1459, 48.27, 10.13, -50.23, 9.44,
1460, 48.25, 10.13, -50.23, 9.44,
1461, 48.25, 10.13, -50.23, 9.44,
1462, 48.25, 10.13, -50.23, 9.44,
1463, 48.25, 10.13, -50.23, 9.44,
1464, 48.25, 10.13, -50.23, 9.44,
1465, 48.25, 10.13, -50.23, 9.44,
1466, 48.25, 10.13, -50.23, 9.44,
1467, 48.25, 10.13, -50.23, 9.44,
1468, 48.25, 10.13, -50.23, 9.44,
1469, 48.25, 10.13, -50.23, 9.44,
1470, 48.25, 10.13, -50.23, 9.44,
1471, 48.25, 10.12, -50.23, 9.44,
1472, 48.25, 10.12, -50.23, 9.44,
1473, 48.25, 10.12, -50.23, 9.44,
1474, 48.25, 10.12, -50.23, 9.44,
1475, 48.25, 10.12, -50.23, 9.44,
1476, 48.25, 10.12, -50.23, 9.44,
1477, 48.25, 10.12, -50.23, 9.44,
1478, 48.25, 10.12, -50.23, 9.44,
1479, 48.25, 10.12, -50.23, 9.44,
1480, 48.25, 10.12, -50.23, 9.44,
1481, 48.25, 10.12, -50.23, 9.44,
1482, 48.25, 10.12, -50.23, 9.44,
1483, 48.25, 10.12, -50.23, 9.44,
1484, 48.25, 10.12, -50.23, 9.44,
1485, 48.28, 10.12, -50.23, 9.44,
1486, 48.28, 10.12, -50.23, 9.44,
1487, 48.30, 10.12, -50.23, 9.44,
1488, 48.30, 10.12, -50.23, 9.44,
1489, 48.30, 10.12, -50.23, 9.44,
1490, 48.30, 10.12, -50.23, 9.44,
1491, 48.30, 10.12, -50.24, 9.44,
1492, 48.30, 10.12, -50.24, 9.44,
1493, 48.30, 10.12, -50.24, 9.44,
1494, 48.30, 10.12, -50.24, 9.44,
1495, 48.30, 10.12, -50.24, 9.44,
1496, 48.30, 10.12, -50.24, 9.44,
1497, 48.30, 10.12, -50.24, 9.44,
1498, 48.30, 10.12, -50.24, 9.44,
1499, 48.30, 10.12, -50.24, 9.44,
1500, 48.30, 10.12, -50.24, 9.44,
1501, 48.30, 10.12, -50.24, 9.44,
1502, 48.30, 10.12, -50.24, 9.44,
1503, 48.30, 10.12, -50.24, 9.44,
1504, 48.30, 10.12, -50.24, 9.44,
1505, 48.30, 10.12, -50.24, 9.44,
1506, 48.30, 10.12, -50.24, 9.44,
1507, 48.31, 10.12, -50.24, 9.44,
1508, 48.31, 10.12, -50.25, 9.44,
1509, 48.31, 10.12, -50.25, 9.44,
1510, 48.31, 10.12, -50.25, 9.44,
1511, 48.31, 10.12, -50.25, 9.44,
1512, 48.37, 10.12, -50.30, 9.44,
1513, 48.45, 10.12, -50.40, 9.44,
1514, 48.48, 10.12, -50.46, 9.44,
1515, 48.52, 10.12, -50.52, 9.44,
1516, 48.70, 10.12, -50.67, 9.44,
1517, 48.92, 10.12, -50.87, 9.43,
1518, 49.17, 10.12, -51.15, 9.42,
1519, 49.27, 10.12, -51.25, 9.41,
1520, 49.55, 10.12, -51.52, 9.40,
1521, 50.09, 10.12, -52.11, 9.37,
1522, 50.61, 10.08, -52.62, 9.35,
1523, 51.17, 10.04, -53.20, 9.32,
1524, 51.70, 10.01, -53.71, 9.29,
1525, 52.17, 9.97, -54.11, 9.27,
1526, 52.46, 9.96, -54.47, 9.26,
1527, 52.75, 9.96, -54.72, 9.25,
1528, 53.02, 9.96, -54.99, 9.24,
1529, 53.31, 9.88, -55.27, 9.23,
1530, 53.58, 9.82, -55.52, 9.22,
1531, 53.96, 9.80, -55.93, 9.19,
1532, 54.31, 9.80, -56.24, 9.18,
1533, 54.62, 9.77, -56.53, 9.17,
1534, 54.90, 9.74, -56.80, 9.16,
1535, 55.12, 9.72, -57.03, 9.15,
1536, 55.36, 9.72, -57.30, 9.15,
1537, 55.55, 9.71, -57.47, 9.13,
1538, 55.83, 9.70, -57.78, 9.12,
1539, 56.15, 9.68, -58.09, 9.11,
1540, 56.31, 9.66, -58.25, 9.10,
1541, 56.47, 9.66, -58.41, 9.10,
1542, 56.71, 9.66, -58.65, 9.09,
1543, 57.03, 9.65, -58.97, 9.07,
1544, 57.30, 9.65, -59.25, 9.05,
1545, 57.56, 9.63, -59.55, 9.03,
1546, 57.89, 9.60, -59.84, 9.03,
1547, 58.18, 9.54, -60.18, 9.02,
1548, 58.58, 9.51, -60.53, 9.01,
1549, 58.97, 9.45, -60.94, 8.99,
1550, 59.36, 9.41, -61.30, 8.97,
1551, 59.78, 9.38, -61.74, 8.96,
1552, 60.22, 9.35, -62.13, 8.94,
1553, 60.75, 9.33, -62.62, 8.93,
1554, 61.13, 9.29, -63.03, 8.91,
1555, 61.62, 9.27, -63.49, 8.89,
1556, 62.02, 9.25, -63.85, 8.88,
1557, 62.30, 9.22, -64.15, 8.86,
1558, 62.53, 9.21, -64.40, 8.86,
1559, 62.71, 9.21, -64.56, 8.85,
1560, 62.84, 9.21, -64.69, 8.84,
1561, 63.02, 9.21, -64.87, 8.84,
1562, 63.19, 9.21, -65.07, 8.84,
1563, 63.44, 9.20, -65.32, 8.83,
1564, 63.72, 9.18, -65.57, 8.82,
1565, 64.02, 9.15, -65.85, 8.80,
1566, 64.43, 9.14, -66.28, 8.79,
1567, 64.80, 9.14, -66.66, 8.77,
1568, 65.12, 9.12, -67.00, 8.76,
1569, 65.47, 9.09, -67.35, 8.75,
1570, 65.97, 9.07, -67.84, 8.74,
1571, 66.44, 9.02, -68.31, 8.73,
1572, 66.80, 9.00, -68.59, 8.72,
1573, 67.16, 8.97, -69.00, 8.71,
1574, 67.59, 8.95, -69.40, 8.70,
1575, 67.99, 8.92, -69.77, 8.70,
1576, 68.34, 8.90, -70.15, 8.69,
1577, 68.66, 8.89, -70.46, 8.67,
1578, 69.10, 8.87, -70.85, 8.67,
1579, 69.63, 8.85, -71.34, 8.65,
1580, 69.94, 8.82, -71.68, 8.65,
1581, 70.13, 8.81, -71.87, 8.64,
1582, 70.27, 8.80, -72.01, 8.64,
1583, 70.41, 8.80, -72.15, 8.64,
1584, 70.56, 8.78, -72.28, 8.64,
1585, 70.75, 8.77, -72.49, 8.64,
1586, 70.99, 8.76, -72.75, 8.64,
1587, 71.26, 8.75, -73.01, 8.62,
1588, 71.85, 8.72, -73.62, 8.60,
1589, 72.28, 8.70, -74.07, 8.59,
1590, 72.88, 8.67, -74.71, 8.58,
1591, 73.44, 8.63, -75.28, 8.56,
1592, 73.84, 8.61, -75.66, 8.55,
1593, 74.25, 8.61, -76.00, 8.54,
1594, 74.56, 8.60, -76.37, 8.53,
1595, 74.88, 8.59, -76.70, 8.53,
1596, 75.34, 8.57, -77.12, 8.52,
1597, 75.68, 8.56, -77.45, 8.51,
1598, 76.00, 8.55, -77.79, 8.51,
1599, 76.23, 8.55, -78.00, 8.50,
1600, 76.38, 8.54, -78.13, 8.50,
1601, 76.59, 8.53, -78.32, 8.49,
1602, 76.76, 8.52, -78.50, 8.49,
1603, 76.97, 8.51, -78.66, 8.49,
1604, 77.19, 8.50, -78.93, 8.48,
1605, 77.51, 8.50, -79.26, 8.48,
1606, 77.91, 8.49, -79.66, 8.47,
1607, 78.41, 8.48, -80.16, 8.46,
1608, 78.85, 8.47, -80.62, 8.45,
1609, 79.25, 8.44, -81.01, 8.45,
1610, 79.54, 8.43, -81.34, 8.44,
1611, 79.85, 8.43, -81.66, 8.44,
1612, 80.06, 8.43, -81.88, 8.43,
1613, 80.16, 8.43, -81.98, 8.43,
1614, 80.22, 8.43, -82.06, 8.43,
1615, 80.32, 8.43, -82.13, 8.43,
1616, 80.44, 8.42, -82.28, 8.43,
1617, 80.56, 8.40, -82.38, 8.43,
1618, 80.66, 8.39, -82.47, 8.43,
1619, 80.78, 8.38, -82.62, 8.43,
1620, 81.01, 8.37, -82.81, 8.42,
1621, 81.15, 8.37, -82.97, 8.42,
1622, 81.45, 8.36, -83.23, 8.42,
1623, 81.84, 8.34, -83.56, 8.41,
1624, 82.20, 8.33, -83.97, 8.41,
1625, 82.51, 8.32, -84.22, 8.40,
1626, 82.84, 8.31, -84.54, 8.40,
1627, 83.04, 8.30, -84.79, 8.40,
1628, 83.29, 8.30, -85.00, 8.40,
1629, 83.51, 8.29, -85.22, 8.39,
1630, 83.67, 8.28, -85.39, 8.39,
1631, 83.85, 8.28, -85.56, 8.39,
1632, 84.10, 8.27, -85.79, 8.39,
1633, 84.35, 8.26, -86.01, 8.38,
1634, 84.57, 8.25, -86.28, 8.38,
1635, 84.82, 8.24, -86.51, 8.38,
1636, 85.01, 8.24, -86.73, 8.38,
1637, 85.20, 8.23, -86.91, 8.38,
1638, 85.36, 8.22, -87.09, 8.38,
1639, 85.56, 8.22, -87.28, 8.38,
1640, 85.73, 8.22, -87.45, 8.37,
1641, 85.97, 8.21, -87.69, 8.37,
1642, 86.29, 8.20, -88.00, 8.37,
1643, 86.59, 8.18, -88.31, 8.36,
1644, 86.88, 8.18, -88.61, 8.36,
1645, 87.11, 8.18, -88.88, 8.36,
1646, 87.26, 8.18, -89.03, 8.35,
1647, 87.31, 8.18, -89.06, 8.35,
1648, 87.31, 8.17, -89.06, 8.35,
1649, 87.31, 8.17, -89.06, 8.35,
1650, 87.32, 8.17, -89.06, 8.35,
1651, 87.32, 8.17, -89.06, 8.35,
1652, 87.32, 8.17, -89.06, 8.35,
1653, 87.32, 8.17, -89.07, 8.35,
1654, 87.32, 8.17, -89.07, 8.35,
1655, 87.32, 8.17, -89.07, 8.35,
1656, 87.32, 8.17, -89.07, 8.35,
1657, 87.32, 8.17, -89.07, 8.35,
1658, 87.32, 8.17, -89.07, 8.35,
1659, 87.32, 8.17, -89.07, 8.35,
1660, 87.32, 8.17, -89.07, 8.35,
1661, 87.32, 8.17, -89.07, 8.35,
1662, 87.32, 8.17, -89.07, 8.35,
1663, 87.32, 8.17, -89.07, 8.35,
1664, 87.32, 8.17, -89.07, 8.35,
1665, 87.32, 8.17, -89.07, 8.35,
1666, 87.32, 8.17, -89.07, 8.35,
1667, 87.32, 8.17, -89.07, 8.35,
1668, 87.32, 8.17, -89.07, 8.35,
1669, 87.32, 8.17, -89.07, 8.35,
1670, 87.32, 8.17, -89.07, 8.35,
1671, 87.32, 8.17, -89.07, 8.34,
1672, 87.32, 8.17, -89.07, 8.34,
1673, 87.32, 8.17, -89.07, 8.34,
1674, 87.32, 8.17, -89.08, 8.34,
1675, 87.32, 8.17, -89.08, 8.34,
1676, 87.32, 8.17, -89.08, 8.34,
1677, 87.32, 8.17, -89.08, 8.34,
1678, 87.32, 8.17, -89.08, 8.34,
1679, 87.32, 8.17, -89.08, 8.34,
1680, 87.32, 8.17, -89.08, 8.34,
1681, 87.32, 8.17, -89.08, 8.34,
1682, 87.32, 8.17, -89.08, 8.34,
1683, 87.34, 8.17, -89.08, 8.34,
1684, 87.35, 8.17, -89.08, 8.34,
1685, 87.35, 8.17, -89.08, 8.34,
1686, 87.35, 8.17, -89.08, 8.34,
1687, 87.35, 8.17, -89.08, 8.34,
1688, 87.36, 8.17, -89.08, 8.34,
1689, 87.36, 8.17, -89.08, 8.34,
1690, 87.36, 8.17, -89.08, 8.34,
1691, 87.36, 8.17, -89.08, 8.34,
1692, 87.45, 8.17, -89.08, 8.34,
1693, 87.47, 8.17, -89.08, 8.34,
1694, 87.47, 8.17, -89.08, 8.34,
1695, 87.47, 8.17, -89.08, 8.34,
1696, 87.47, 8.17, -89.08, 8.34,
1697, 87.47, 8.17, -89.08, 8.34,
1698, 87.47, 8.17, -89.08, 8.34,
1699, 87.48, 8.17, -89.08, 8.34,
1700, 87.48, 8.17, -89.08, 8.34,
1701, 87.48, 8.17, -89.08, 8.34,
1702, 87.48, 8.17, -89.08, 8.34,
1703, 87.48, 8.17, -89.08, 8.34,
1704, 87.48, 8.17, -89.08, 8.34,
1705, 87.48, 8.17, -89.08, 8.34,
1706, 87.48, 8.17, -89.08, 8.34,
1707, 87.48, 8.17, -89.08, 8.34,
1708, 87.48, 8.17, -89.08, 8.34,
1709, 87.48, 8.17, -89.08, 8.34,
1710, 87.48, 8.17, -89.08, 8.34,
1711, 87.48, 8.17, -89.08, 8.34,
1712, 87.48, 8.17, -89.08, 8.34,
1713, 87.48, 8.17, -89.08, 8.34,
1714, 87.48, 8.17, -89.08, 8.34,
1715, 87.48, 8.17, -89.08, 8.34,
1716, 87.48, 8.17, -89.08, 8.34,
1717, 87.50, 8.17, -89.08, 8.34,
1718, 87.50, 8.17, -89.08, 8.34,
1719, 87.50, 8.17, -89.08, 8.34,
1720, 87.50, 8.17, -89.08, 8.34,
1721, 87.50, 8.17, -89.08, 8.34,
1722, 87.50, 8.17, -89.08, 8.34,
1723, 87.50, 8.17, -89.08, 8.34,
1724, 87.50, 8.17, -89.08, 8.34,
1725, 87.50, 8.17, -89.08, 8.34,
1726, 87.50, 8.17, -89.08, 8.34,
1727, 87.50, 8.17, -89.08, 8.34,
1728, 87.50, 8.17, -89.08, 8.34,
1729, 87.50, 8.17, -89.08, 8.34,
1730, 87.50, 8.17, -89.08, 8.34,
1731, 87.50, 8.17, -89.10, 8.34,
1732, 87.51, 8.17, -89.10, 8.34,
1733, 87.56, 8.17, -89.14, 8.34,
1734, 87.57, 8.17, -89.17, 8.34,
1735, 87.59, 8.17, -89.20, 8.34,
1736, 87.64, 8.17, -89.26, 8.34,
1737, 87.70, 8.17, -89.32, 8.34,
1738, 87.79, 8.16, -89.41, 8.34,
1739, 87.95, 8.16, -89.57, 8.34,
1740, 88.20, 8.16, -89.82, 8.34,
1741, 88.51, 8.16, -90.13, 8.34,
1742, 88.76, 8.14, -90.36, 8.34,
1743, 89.11, 8.13, -90.64, 8.34,
1744, 89.41, 8.12, -90.97, 8.34,
1745, 89.73, 8.11, -91.32, 8.34,
1746, 90.16, 8.10, -91.67, 8.33,
1747, 90.56, 8.10, -92.10, 8.33,
1748, 91.08, 8.10, -92.63, 8.33,
1749, 91.63, 8.08, -93.13, 8.33,
1750, 91.97, 8.06, -93.44, 8.33,
1751, 92.20, 8.04, -93.70, 8.33,
1752, 92.36, 8.04, -93.88, 8.33,
1753, 92.48, 8.03, -93.98, 8.33,
1754, 92.61, 8.03, -94.10, 8.33,
1755, 92.75, 8.03, -94.25, 8.33,
1756, 92.97, 8.03, -94.50, 8.33,
1757, 93.26, 8.03, -94.76, 8.33,
1758, 93.53, 8.03, -95.05, 8.32,
1759, 93.75, 8.03, -95.27, 8.32,
1760, 94.01, 8.03, -95.54, 8.32,
1761, 94.17, 8.03, -95.72, 8.32,
1762, 94.29, 8.03, -95.83, 8.32,
1763, 94.42, 8.03, -95.98, 8.32,
1764, 94.55, 8.03, -96.11, 8.32,
1765, 94.70, 8.03, -96.27, 8.32,
1766, 94.91, 8.03, -96.47, 8.32,
1767, 95.13, 8.03, -96.70, 8.32,
1768, 95.48, 8.03, -97.07, 8.32,
1769, 95.80, 8.03, -97.41, 8.32,
1770, 96.19, 8.02, -97.74, 8.32,
1771, 96.61, 8.01, -98.14, 8.32,
1772, 97.08, 8.01, -98.61, 8.32,
1773, 97.54, 7.99, -99.02, 8.32,
1774, 97.94, 7.99, -99.45, 8.32,
1775, 98.42, 7.99, -99.89, 8.32,
1776, 98.83, 7.99, -100.27, 8.32,
1777, 99.19, 7.98, -100.61, 8.32,
1778, 99.49, 7.97, -100.94, 8.32,
1779, 99.76, 7.95, -101.23, 8.32,
1780, 99.99, 7.95, -101.44, 8.32,
1781, 100.23, 7.95, -101.69, 8.32,
1782, 100.52, 7.95, -101.96, 8.32,
1783, 100.79, 7.95, -102.24, 8.33,
1784, 100.99, 7.95, -102.46, 8.33,
1785, 101.24, 7.95, -102.70, 8.34,
1786, 101.42, 7.95, -102.91, 8.34,
1787, 101.60, 7.95, -103.07, 8.34,
1788, 101.69, 7.93, -103.17, 8.34,
